text,entities
Hattilet,"[[0, 8, 'LOCATION']]"
Hattilettol,"[[0, 11, 'LOCATION']]"
Hattilote,"[[0, 9, 'LOCATION']]"
Hattilum,"[[0, 8, 'LOCATION']]"
Hattimara,"[[0, 9, 'LOCATION']]"
Hattimuda,"[[0, 9, 'LOCATION']]"
Hattimunda,"[[0, 10, 'LOCATION']]"
Hattipaila,"[[0, 10, 'LOCATION']]"
Hattipaile,"[[0, 10, 'LOCATION']]"
Hattipala,"[[0, 9, 'LOCATION']]"
Hattisal,"[[0, 8, 'LOCATION']]"
Hattisar,"[[0, 8, 'LOCATION']]"
Hattisargaun,"[[0, 12, 'LOCATION']]"
Hattisarwa,"[[0, 10, 'LOCATION']]"
Hattisude,"[[0, 9, 'LOCATION']]"
Hattisudegaun,"[[0, 13, 'LOCATION']]"
Hattisunda,"[[0, 10, 'LOCATION']]"
Hattisunde,"[[0, 10, 'LOCATION']]"
Hattisur,"[[0, 8, 'LOCATION']]"
Hattitar,"[[0, 8, 'LOCATION']]"
Hattithala,"[[0, 10, 'LOCATION']]"
Hattitham,"[[0, 9, 'LOCATION']]"
Hatuwa Garahi,"[[0, 13, 'LOCATION']]"
Hatuwalbeshi,"[[0, 12, 'LOCATION']]"
Hatuwaldanda,"[[0, 12, 'LOCATION']]"
Haubang,"[[0, 7, 'LOCATION']]"
Hauche,"[[0, 6, 'LOCATION']]"
Hauchur,"[[0, 7, 'LOCATION']]"
Haudi,"[[0, 5, 'LOCATION']]"
Haukhola Bajar,"[[0, 14, 'LOCATION']]"
Haukhola Gotheri,"[[0, 16, 'LOCATION']]"
Haukholagaun,"[[0, 12, 'LOCATION']]"
Hauleya,"[[0, 7, 'LOCATION']]"
Hauleya Pachkauditol,"[[0, 20, 'LOCATION']]"
Hauleya Rekhensintol,"[[0, 20, 'LOCATION']]"
Haupur,"[[0, 6, 'LOCATION']]"
Haure,"[[0, 5, 'LOCATION']]"
Haursaha,"[[0, 8, 'LOCATION']]"
Hausalpur,"[[0, 9, 'LOCATION']]"
Hausalpurwa,"[[0, 11, 'LOCATION']]"
Hauwahi,"[[0, 7, 'LOCATION']]"
Hawadanda,"[[0, 9, 'LOCATION']]"
Hawai Chowk,"[[0, 11, 'LOCATION']]"
Hawaichok,"[[0, 9, 'LOCATION']]"
"Hawaiground, Naya Bazar","[[0, 23, 'LOCATION']]"
Hawaimang,"[[0, 9, 'LOCATION']]"
Hawaing - Kreling,"[[0, 17, 'LOCATION']]"
Hawaldar Basti,"[[0, 14, 'LOCATION']]"
Hawaldarbasti,"[[0, 13, 'LOCATION']]"
Hawaldarchok,"[[0, 12, 'LOCATION']]"
Hawaldarpur,"[[0, 11, 'LOCATION']]"
Hawechaur,"[[0, 9, 'LOCATION']]"
Hayudanda,"[[0, 9, 'LOCATION']]"
Hayutar,"[[0, 7, 'LOCATION']]"
Health post,"[[0, 11, 'LOCATION']]"
Healthpostchok,"[[0, 14, 'LOCATION']]"
Heba,"[[0, 4, 'LOCATION']]"
Hebal,"[[0, 5, 'LOCATION']]"
Hedangna,"[[0, 8, 'LOCATION']]"
Hedangna Goley Chaur,"[[0, 20, 'LOCATION']]"
Hedangne,"[[0, 8, 'LOCATION']]"
Hegang,"[[0, 6, 'LOCATION']]"
Hegauli,"[[0, 7, 'LOCATION']]"
Hegauliya,"[[0, 9, 'LOCATION']]"
Hegdanda,"[[0, 8, 'LOCATION']]"
Hekati,"[[0, 6, 'LOCATION']]"
Hekbari,"[[0, 7, 'LOCATION']]"
Heklan,"[[0, 6, 'LOCATION']]"
Heklang,"[[0, 7, 'LOCATION']]"
Hekram,"[[0, 6, 'LOCATION']]"
Hekuli,"[[0, 6, 'LOCATION']]"
Hekuwa,"[[0, 6, 'LOCATION']]"
Helang,"[[0, 6, 'LOCATION']]"
Helauchha,"[[0, 9, 'LOCATION']]"
Helaunchha,"[[0, 10, 'LOCATION']]"
Helbedi,"[[0, 7, 'LOCATION']]"
Heldubari,"[[0, 9, 'LOCATION']]"
Heleswota,"[[0, 9, 'LOCATION']]"
Helipad,"[[0, 7, 'LOCATION']]"
Hellok,"[[0, 6, 'LOCATION']]"
Helmu,"[[0, 5, 'LOCATION']]"
Helu,"[[0, 4, 'LOCATION']]"
Helui (Heluhil),"[[0, 15, 'LOCATION']]"
Heluwa,"[[0, 6, 'LOCATION']]"
Heluwabesi,"[[0, 10, 'LOCATION']]"
Hemanadangi,"[[0, 11, 'LOCATION']]"
Hemanta Pokhari,"[[0, 15, 'LOCATION']]"
Hemantadada,"[[0, 11, 'LOCATION']]"
Hemantapur,"[[0, 10, 'LOCATION']]"
Hematawada,"[[0, 10, 'LOCATION']]"
Hembegaun,"[[0, 9, 'LOCATION']]"
Hemja,"[[0, 5, 'LOCATION']]"
Hemnagar,"[[0, 8, 'LOCATION']]"
Hemnagar Garguruwa,"[[0, 18, 'LOCATION']]"
Hemnager,"[[0, 8, 'LOCATION']]"
Hempur,"[[0, 6, 'LOCATION']]"
Hemrung,"[[0, 7, 'LOCATION']]"
Hendikandha,"[[0, 11, 'LOCATION']]"
Hengatoli,"[[0, 9, 'LOCATION']]"
Hengauliya,"[[0, 10, 'LOCATION']]"
Hengkhuma,"[[0, 9, 'LOCATION']]"
Henjantol,"[[0, 9, 'LOCATION']]"
Henjola,"[[0, 7, 'LOCATION']]"
Hensingau,"[[0, 9, 'LOCATION']]"
Hepaligaun,"[[0, 10, 'LOCATION']]"
Hepka,"[[0, 5, 'LOCATION']]"
Herau,"[[0, 5, 'LOCATION']]"
Heraune,"[[0, 7, 'LOCATION']]"
Herdan,"[[0, 6, 'LOCATION']]"
Herko Khola,"[[0, 11, 'LOCATION']]"
Hesnamkharka,"[[0, 12, 'LOCATION']]"
Hetapcha,"[[0, 8, 'LOCATION']]"
Hetauda,"[[0, 7, 'LOCATION']]"
Heudung village,"[[0, 15, 'LOCATION']]"
Hewa,"[[0, 4, 'LOCATION']]"
Hi-Ti-Gah,"[[0, 9, 'LOCATION']]"
Hichan,"[[0, 6, 'LOCATION']]"
Hichma,"[[0, 6, 'LOCATION']]"
Hidapa,"[[0, 6, 'LOCATION']]"
Hiddanda,"[[0, 8, 'LOCATION']]"
Hidi Chhapali,"[[0, 13, 'LOCATION']]"
Hidi Upallo,"[[0, 11, 'LOCATION']]"
Hidluwa,"[[0, 7, 'LOCATION']]"
Higadandagaun,"[[0, 13, 'LOCATION']]"
High Camp,"[[0, 9, 'LOCATION']]"
High School Chowk,"[[0, 17, 'LOCATION']]"
Higoti,"[[0, 6, 'LOCATION']]"
Higuwa,"[[0, 6, 'LOCATION']]"
Hija,"[[0, 4, 'LOCATION']]"
Hijminiya,"[[0, 9, 'LOCATION']]"
Hijung,"[[0, 6, 'LOCATION']]"
Hikalung,"[[0, 8, 'LOCATION']]"
Hikia,"[[0, 5, 'LOCATION']]"
Hikichung,"[[0, 9, 'LOCATION']]"
Hikunamba,"[[0, 9, 'LOCATION']]"
Hil,"[[0, 3, 'LOCATION']]"
Hila Bhanjyang,"[[0, 14, 'LOCATION']]"
Hila Pokhari,"[[0, 12, 'LOCATION']]"
Hilabang,"[[0, 8, 'LOCATION']]"
Hilajung,"[[0, 8, 'LOCATION']]"
Hilamaryan,"[[0, 10, 'LOCATION']]"
Hilanga,"[[0, 7, 'LOCATION']]"
Hilbhanjyang,"[[0, 12, 'LOCATION']]"
Hildum,"[[0, 6, 'LOCATION']]"
Hile,"[[0, 4, 'LOCATION']]"
Hile Bhanjyang,"[[0, 14, 'LOCATION']]"
Hile Bhitta,"[[0, 11, 'LOCATION']]"
Hile Bich Bazar Tol,"[[0, 19, 'LOCATION']]"
Hile Dandagaun,"[[0, 14, 'LOCATION']]"
Hile Gairi Tol,"[[0, 14, 'LOCATION']]"
Hile Pokhari,"[[0, 12, 'LOCATION']]"
HileDamar,"[[0, 9, 'LOCATION']]"
Hilechaur,"[[0, 9, 'LOCATION']]"
Hilechhap,"[[0, 9, 'LOCATION']]"
Hiledagi,"[[0, 8, 'LOCATION']]"
Hiledanda,"[[0, 9, 'LOCATION']]"
Hiledandagaun,"[[0, 13, 'LOCATION']]"
Hiledol,"[[0, 7, 'LOCATION']]"
Hilegaun,"[[0, 8, 'LOCATION']]"
Hilekhali,"[[0, 9, 'LOCATION']]"
Hilekharka,"[[0, 10, 'LOCATION']]"
Hilekholagaun,"[[0, 13, 'LOCATION']]"
Hilepakha,"[[0, 9, 'LOCATION']]"
Hilepani,"[[0, 8, 'LOCATION']]"
Hilesota,"[[0, 8, 'LOCATION']]"
Hiletar,"[[0, 7, 'LOCATION']]"
Hilkharka,"[[0, 9, 'LOCATION']]"
Hillary Step,"[[0, 12, 'LOCATION']]"
Hille,"[[0, 5, 'LOCATION']]"
Hilledol,"[[0, 8, 'LOCATION']]"
Hilmarang,"[[0, 9, 'LOCATION']]"
Hilsa,"[[0, 5, 'LOCATION']]"
Hilsa Market,"[[0, 12, 'LOCATION']]"
Hilsa Tuppa,"[[0, 11, 'LOCATION']]"
Hilude,"[[0, 6, 'LOCATION']]"
Him,"[[0, 3, 'LOCATION']]"
Him Chuli,"[[0, 9, 'LOCATION']]"
Himadin,"[[0, 7, 'LOCATION']]"
Himadpani,"[[0, 9, 'LOCATION']]"
Himagdin,"[[0, 8, 'LOCATION']]"
Himal Chowk,"[[0, 11, 'LOCATION']]"
Himal Chuli(North),"[[0, 18, 'LOCATION']]"
Himal Chuli(West),"[[0, 17, 'LOCATION']]"
Himal Pani,"[[0, 10, 'LOCATION']]"
Himalapani,"[[0, 10, 'LOCATION']]"
Himalaya,"[[0, 8, 'LOCATION']]"
Himalaya Tol,"[[0, 12, 'LOCATION']]"
Himalayatol,"[[0, 11, 'LOCATION']]"
Himalchuli,"[[0, 10, 'LOCATION']]"
Himali Gaupalika,"[[0, 16, 'LOCATION']]"
Himali Gumbalain,"[[0, 16, 'LOCATION']]"
Himali Tol,"[[0, 10, 'LOCATION']]"
Himali Tole,"[[0, 11, 'LOCATION']]"
Himalibas,"[[0, 9, 'LOCATION']]"
Himalichok,"[[0, 10, 'LOCATION']]"
Himalipur,"[[0, 9, 'LOCATION']]"
Himalitol,"[[0, 9, 'LOCATION']]"
Himalja,"[[0, 7, 'LOCATION']]"
Himalkyu,"[[0, 8, 'LOCATION']]"
Himalpani,"[[0, 9, 'LOCATION']]"
Himandin,"[[0, 8, 'LOCATION']]"
Himang,"[[0, 6, 'LOCATION']]"
Himbuwa,"[[0, 7, 'LOCATION']]"
Himchaur,"[[0, 8, 'LOCATION']]"
Himchuli Chowk,"[[0, 14, 'LOCATION']]"
Himdalgaun,"[[0, 10, 'LOCATION']]"
Himde,"[[0, 5, 'LOCATION']]"
Himder,"[[0, 6, 'LOCATION']]"
Himgada,"[[0, 7, 'LOCATION']]"
Himkiran Chowk,"[[0, 14, 'LOCATION']]"
Himlung,"[[0, 7, 'LOCATION']]"
Himma,"[[0, 5, 'LOCATION']]"
Himmatpur,"[[0, 9, 'LOCATION']]"
Hinanggaun,"[[0, 10, 'LOCATION']]"
Hinchhebun,"[[0, 10, 'LOCATION']]"
Hinchok,"[[0, 7, 'LOCATION']]"
Hinchuli Chowk,"[[0, 14, 'LOCATION']]"
Hindi,"[[0, 5, 'LOCATION']]"
Hindu Temple (Ram Mandir),"[[0, 25, 'LOCATION']]"
Hindugadh,"[[0, 9, 'LOCATION']]"
Hindula,"[[0, 7, 'LOCATION']]"
Hindulne,"[[0, 8, 'LOCATION']]"
Hindung,"[[0, 7, 'LOCATION']]"
Hindung Gaon,"[[0, 12, 'LOCATION']]"
Hinguwa,"[[0, 7, 'LOCATION']]"
Hinjire,"[[0, 7, 'LOCATION']]"
Hinnekanda,"[[0, 10, 'LOCATION']]"
Hipkot,"[[0, 6, 'LOCATION']]"
Hiplu,"[[0, 5, 'LOCATION']]"
Hira Takura,"[[0, 11, 'LOCATION']]"
Hiraganga,"[[0, 9, 'LOCATION']]"
Hiraganj,"[[0, 8, 'LOCATION']]"
Hiralalpurwa,"[[0, 12, 'LOCATION']]"
Hiramani,"[[0, 8, 'LOCATION']]"
Hiraminiya,"[[0, 10, 'LOCATION']]"
Hiramuni,"[[0, 8, 'LOCATION']]"
Hiramunitar,"[[0, 11, 'LOCATION']]"
Hirandanda,"[[0, 10, 'LOCATION']]"
Hirapani,"[[0, 8, 'LOCATION']]"
Hirapata,"[[0, 8, 'LOCATION']]"
Hirapokhara,"[[0, 11, 'LOCATION']]"
Hirapur,"[[0, 7, 'LOCATION']]"
Hirapur Ramnagar,"[[0, 16, 'LOCATION']]"
Hirapur Tanditol,"[[0, 16, 'LOCATION']]"
Hirapur Tharutol,"[[0, 16, 'LOCATION']]"
Hirapurwa,"[[0, 9, 'LOCATION']]"
Hirdin,"[[0, 6, 'LOCATION']]"
Hirduwa,"[[0, 7, 'LOCATION']]"
Hireba,"[[0, 6, 'LOCATION']]"
Hirebu,"[[0, 6, 'LOCATION']]"
Hiribang,"[[0, 8, 'LOCATION']]"
Hiringtar,"[[0, 9, 'LOCATION']]"
Hirintar,"[[0, 8, 'LOCATION']]"
Hiriridanda,"[[0, 11, 'LOCATION']]"
Hirmaniya Chowk,"[[0, 15, 'LOCATION']]"
Hirmaniya Gaun,"[[0, 14, 'LOCATION']]"
Hirukharka,"[[0, 10, 'LOCATION']]"
Hiruwadin,"[[0, 9, 'LOCATION']]"
Hising,"[[0, 6, 'LOCATION']]"
Hiski Gaun,"[[0, 10, 'LOCATION']]"
Hiskithar,"[[0, 9, 'LOCATION']]"
Hislang,"[[0, 7, 'LOCATION']]"
Histang,"[[0, 7, 'LOCATION']]"
Hitaala,"[[0, 7, 'LOCATION']]"
Hitadalka,"[[0, 9, 'LOCATION']]"
Hitaitola,"[[0, 9, 'LOCATION']]"
Hitbada,"[[0, 7, 'LOCATION']]"
Hitbado,"[[0, 7, 'LOCATION']]"
Hiti,"[[0, 4, 'LOCATION']]"
Hitiko Dhara,"[[0, 12, 'LOCATION']]"
Hitridanda,"[[0, 10, 'LOCATION']]"
Hityari,"[[0, 7, 'LOCATION']]"
Hiuche,"[[0, 6, 'LOCATION']]"
Hiudalekharka,"[[0, 13, 'LOCATION']]"
Hiudi,"[[0, 5, 'LOCATION']]"
Hiudiyabesi,"[[0, 11, 'LOCATION']]"
Hiukepani,"[[0, 9, 'LOCATION']]"
Hiukholagaun,"[[0, 12, 'LOCATION']]"
Hiun Chuli,"[[0, 10, 'LOCATION']]"
Hiunaya,"[[0, 7, 'LOCATION']]"
Hiunde,"[[0, 6, 'LOCATION']]"
Hiundiya,"[[0, 8, 'LOCATION']]"
Hiunwapati,"[[0, 10, 'LOCATION']]"
Hiuran,"[[0, 6, 'LOCATION']]"
Hiwalcha,"[[0, 8, 'LOCATION']]"
Hlede,"[[0, 5, 'LOCATION']]"
Hlle,"[[0, 4, 'LOCATION']]"
Hobang,"[[0, 6, 'LOCATION']]"
Hobasika,"[[0, 8, 'LOCATION']]"
Hobok,"[[0, 5, 'LOCATION']]"
Hoda,"[[0, 4, 'LOCATION']]"
Hodamppa,"[[0, 8, 'LOCATION']]"
Hodi,"[[0, 4, 'LOCATION']]"
Hog Goth,"[[0, 8, 'LOCATION']]"
Hogtesh,"[[0, 7, 'LOCATION']]"
Hoiholang,"[[0, 9, 'LOCATION']]"
Hokala,"[[0, 6, 'LOCATION']]"
Hokam,"[[0, 5, 'LOCATION']]"
Hokamuka Dha,"[[0, 12, 'LOCATION']]"
Hoklabari,"[[0, 9, 'LOCATION']]"
Hoklabaridipu,"[[0, 13, 'LOCATION']]"
Hoklumba,"[[0, 8, 'LOCATION']]"
Hokmarang,"[[0, 9, 'LOCATION']]"
Hokse,"[[0, 5, 'LOCATION']]"
Hokse Bazar,"[[0, 11, 'LOCATION']]"
Hoksetar,"[[0, 8, 'LOCATION']]"
Hokshe Chowk,"[[0, 12, 'LOCATION']]"
Hoksiri,"[[0, 7, 'LOCATION']]"
Hoktake,"[[0, 7, 'LOCATION']]"
Hol,"[[0, 3, 'LOCATION']]"
Hol Takura,"[[0, 10, 'LOCATION']]"
Holbang,"[[0, 7, 'LOCATION']]"
Holche,"[[0, 6, 'LOCATION']]"
Holegatho,"[[0, 9, 'LOCATION']]"
Holepani,"[[0, 8, 'LOCATION']]"
Holeri,"[[0, 6, 'LOCATION']]"
Holi,"[[0, 4, 'LOCATION']]"
Holi Kanda,"[[0, 10, 'LOCATION']]"
Hollesain,"[[0, 9, 'LOCATION']]"
Holsimha,"[[0, 8, 'LOCATION']]"
Holwi,"[[0, 5, 'LOCATION']]"
Homestay Chowk,"[[0, 14, 'LOCATION']]"
Homtang,"[[0, 7, 'LOCATION']]"
Homtok,"[[0, 6, 'LOCATION']]"
Hongde Himal,"[[0, 12, 'LOCATION']]"
Honglingtar,"[[0, 11, 'LOCATION']]"
Hongon,"[[0, 6, 'LOCATION']]"
Hongsangbugaun,"[[0, 14, 'LOCATION']]"
Hop,"[[0, 3, 'LOCATION']]"
Hopari,"[[0, 6, 'LOCATION']]"
Hoparigad,"[[0, 9, 'LOCATION']]"
Hopchhopla,"[[0, 10, 'LOCATION']]"
Hoprang,"[[0, 7, 'LOCATION']]"
Hora,"[[0, 4, 'LOCATION']]"
Horalbang,"[[0, 9, 'LOCATION']]"
Horbang,"[[0, 7, 'LOCATION']]"
Horbewa,"[[0, 7, 'LOCATION']]"
Horindi,"[[0, 7, 'LOCATION']]"
Horizon Chowk,"[[0, 13, 'LOCATION']]"
Horlangchha,"[[0, 11, 'LOCATION']]"
Horta,"[[0, 5, 'LOCATION']]"
Hosdi,"[[0, 5, 'LOCATION']]"
Hosinga,"[[0, 7, 'LOCATION']]"
Hospital Chowk,"[[0, 14, 'LOCATION']]"
Hospital Chowk Bus Stand,"[[0, 24, 'LOCATION']]"
Hospital Tole,"[[0, 13, 'LOCATION']]"
Hosrangdi,"[[0, 9, 'LOCATION']]"
Hotanbran,"[[0, 9, 'LOCATION']]"
Hotpor,"[[0, 6, 'LOCATION']]"
Hoyongla,"[[0, 8, 'LOCATION']]"
Hridayanagar,"[[0, 12, 'LOCATION']]"
Hubas,"[[0, 5, 'LOCATION']]"
Hubring,"[[0, 7, 'LOCATION']]"
Hubu,"[[0, 4, 'LOCATION']]"
Huchimela,"[[0, 9, 'LOCATION']]"
Huching,"[[0, 7, 'LOCATION']]"
Hudabu,"[[0, 6, 'LOCATION']]"
Hudetola,"[[0, 8, 'LOCATION']]"
Hudi Bhanjyang,"[[0, 14, 'LOCATION']]"
Hudikot,"[[0, 7, 'LOCATION']]"
Hudil,"[[0, 5, 'LOCATION']]"
Hudke,"[[0, 5, 'LOCATION']]"
Hudum Chhahara,"[[0, 14, 'LOCATION']]"
Huga,"[[0, 4, 'LOCATION']]"
Hugdi,"[[0, 5, 'LOCATION']]"
Hugu Goth,"[[0, 9, 'LOCATION']]"
Huilingtar,"[[0, 10, 'LOCATION']]"
Huinya,"[[0, 6, 'LOCATION']]"
Huita,"[[0, 5, 'LOCATION']]"
Hukabastar,"[[0, 10, 'LOCATION']]"
Hukadanda,"[[0, 9, 'LOCATION']]"
Hukadi,"[[0, 6, 'LOCATION']]"
Hukam,"[[0, 5, 'LOCATION']]"
Hukas Ban,"[[0, 9, 'LOCATION']]"
Huke,"[[0, 4, 'LOCATION']]"
Hukel village,"[[0, 13, 'LOCATION']]"
Hukka,"[[0, 5, 'LOCATION']]"
Hukkaban,"[[0, 8, 'LOCATION']]"
Hukkagachhi,"[[0, 11, 'LOCATION']]"
Hukkedanda,"[[0, 10, 'LOCATION']]"
Huksa,"[[0, 5, 'LOCATION']]"
Hukse,"[[0, 5, 'LOCATION']]"
Huksekot,"[[0, 8, 'LOCATION']]"
Huksepakha,"[[0, 10, 'LOCATION']]"
Huksetar,"[[0, 8, 'LOCATION']]"
Huktumba,"[[0, 8, 'LOCATION']]"
Huktung,"[[0, 7, 'LOCATION']]"
Huku,"[[0, 4, 'LOCATION']]"
Hukulbari,"[[0, 9, 'LOCATION']]"
Hukulbari Raitol,"[[0, 16, 'LOCATION']]"
Hukuma,"[[0, 6, 'LOCATION']]"
Hulak,"[[0, 5, 'LOCATION']]"
Hulak Basti,"[[0, 11, 'LOCATION']]"
Hulak Bhanjyang,"[[0, 15, 'LOCATION']]"
Hulak Chowk,"[[0, 11, 'LOCATION']]"
Hulak Tol,"[[0, 9, 'LOCATION']]"
Hulakdanda,"[[0, 10, 'LOCATION']]"
Hulake,"[[0, 6, 'LOCATION']]"
Hulake Nahala,"[[0, 13, 'LOCATION']]"
Hulakechaur,"[[0, 11, 'LOCATION']]"
Hulakgaun,"[[0, 9, 'LOCATION']]"
Hulakichhahare,"[[0, 14, 'LOCATION']]"
Hulakidanda,"[[0, 11, 'LOCATION']]"
Hulakigaun,"[[0, 10, 'LOCATION']]"
Hulakipakha,"[[0, 11, 'LOCATION']]"
Hulasi,"[[0, 6, 'LOCATION']]"
Hulaspurwa,"[[0, 10, 'LOCATION']]"
Hulbang,"[[0, 7, 'LOCATION']]"
Hulchal Tol,"[[0, 11, 'LOCATION']]"
Hulchuk,"[[0, 7, 'LOCATION']]"
Hulgaun,"[[0, 7, 'LOCATION']]"
Hulharegaun,"[[0, 11, 'LOCATION']]"
Huli,"[[0, 4, 'LOCATION']]"
Hulkang,"[[0, 7, 'LOCATION']]"
Hullugaun,"[[0, 9, 'LOCATION']]"
Hulma,"[[0, 5, 'LOCATION']]"
Hulu,"[[0, 4, 'LOCATION']]"
Hulungdanda,"[[0, 11, 'LOCATION']]"
Huluwa,"[[0, 6, 'LOCATION']]"
Hum,"[[0, 3, 'LOCATION']]"
Huma,"[[0, 4, 'LOCATION']]"
Humagaithok,"[[0, 11, 'LOCATION']]"
Humane,"[[0, 6, 'LOCATION']]"
Humbok,"[[0, 6, 'LOCATION']]"
Humbuk,"[[0, 6, 'LOCATION']]"
Humde,"[[0, 5, 'LOCATION']]"
Humdi,"[[0, 5, 'LOCATION']]"
Hume,"[[0, 4, 'LOCATION']]"
Humegaun,"[[0, 8, 'LOCATION']]"
Humin,"[[0, 5, 'LOCATION']]"
Humindham,"[[0, 9, 'LOCATION']]"
Humkholagaun,"[[0, 12, 'LOCATION']]"
Humkot,"[[0, 6, 'LOCATION']]"
Humku,"[[0, 5, 'LOCATION']]"
Humla Patan,"[[0, 11, 'LOCATION']]"
Humling,"[[0, 7, 'LOCATION']]"
Humln,"[[0, 5, 'LOCATION']]"
Humlugaun,"[[0, 9, 'LOCATION']]"
Humnegaun,"[[0, 9, 'LOCATION']]"
Humphala,"[[0, 8, 'LOCATION']]"
Humpun,"[[0, 6, 'LOCATION']]"
Humrali,"[[0, 7, 'LOCATION']]"
Hun,"[[0, 3, 'LOCATION']]"
Hunainath,"[[0, 9, 'LOCATION']]"
Hunainath Tol,"[[0, 13, 'LOCATION']]"
Hunda,"[[0, 5, 'LOCATION']]"
Hundra,"[[0, 6, 'LOCATION']]"
Hundraphedi,"[[0, 11, 'LOCATION']]"
Hundrung,"[[0, 8, 'LOCATION']]"
Hundu,"[[0, 5, 'LOCATION']]"
Hundung,"[[0, 7, 'LOCATION']]"
Hung,"[[0, 4, 'LOCATION']]"
Hunga,"[[0, 5, 'LOCATION']]"
Hungaun,"[[0, 7, 'LOCATION']]"
Hungbugaun,"[[0, 10, 'LOCATION']]"
Hungchhi,"[[0, 8, 'LOCATION']]"
Hungdang,"[[0, 8, 'LOCATION']]"
Hungdigaun,"[[0, 10, 'LOCATION']]"
Hunge,"[[0, 5, 'LOCATION']]"
Hungi,"[[0, 5, 'LOCATION']]"
Hungiphant,"[[0, 10, 'LOCATION']]"
Hungmo,"[[0, 6, 'LOCATION']]"
Hungoko Thak,"[[0, 12, 'LOCATION']]"
Huni,"[[0, 4, 'LOCATION']]"
Huni Goth,"[[0, 9, 'LOCATION']]"
Hunumat,"[[0, 7, 'LOCATION']]"
Hunung,"[[0, 6, 'LOCATION']]"
Hunwari,"[[0, 7, 'LOCATION']]"
Hupabas,"[[0, 7, 'LOCATION']]"
Hupapu,"[[0, 6, 'LOCATION']]"
Hupchi,"[[0, 6, 'LOCATION']]"
Hupi Jyula,"[[0, 10, 'LOCATION']]"
Hupikhop,"[[0, 8, 'LOCATION']]"
Hupkel,"[[0, 6, 'LOCATION']]"
Hupna,"[[0, 5, 'LOCATION']]"
Huppa,"[[0, 5, 'LOCATION']]"
Hupsekot,"[[0, 8, 'LOCATION']]"
Huptar,"[[0, 6, 'LOCATION']]"
Huputar,"[[0, 7, 'LOCATION']]"
Hura,"[[0, 4, 'LOCATION']]"
Hurdaiya,"[[0, 8, 'LOCATION']]"
Hurdi,"[[0, 5, 'LOCATION']]"
Hurdimathillo,"[[0, 13, 'LOCATION']]"
Hurdudanda,"[[0, 10, 'LOCATION']]"
Hurdunge,"[[0, 8, 'LOCATION']]"
Hurhure,"[[0, 7, 'LOCATION']]"
Hurhuriya,"[[0, 9, 'LOCATION']]"
Hurhuriyatol,"[[0, 12, 'LOCATION']]"
Hurikot,"[[0, 7, 'LOCATION']]"
Huripari Ban,"[[0, 12, 'LOCATION']]"
Hurjil,"[[0, 6, 'LOCATION']]"
Hurkane,"[[0, 7, 'LOCATION']]"
Hurkedhunga,"[[0, 11, 'LOCATION']]"
Hurkekholagaun,"[[0, 14, 'LOCATION']]"
Hurkitol,"[[0, 8, 'LOCATION']]"
Hurlun,"[[0, 6, 'LOCATION']]"
Hurnamadi,"[[0, 9, 'LOCATION']]"
Hurum,"[[0, 5, 'LOCATION']]"
Hururu,"[[0, 6, 'LOCATION']]"
Huse Jaubari,"[[0, 12, 'LOCATION']]"
Husedanda,"[[0, 9, 'LOCATION']]"
Husenapur,"[[0, 9, 'LOCATION']]"
Husenpur,"[[0, 8, 'LOCATION']]"
Huske,"[[0, 5, 'LOCATION']]"
Huslan,"[[0, 6, 'LOCATION']]"
Huslang,"[[0, 7, 'LOCATION']]"
Huslankot,"[[0, 9, 'LOCATION']]"
Husu,"[[0, 4, 'LOCATION']]"
Huthic,"[[0, 6, 'LOCATION']]"
Huti,"[[0, 4, 'LOCATION']]"
Hutik,"[[0, 5, 'LOCATION']]"
Hutkhim,"[[0, 7, 'LOCATION']]"
Hutne,"[[0, 5, 'LOCATION']]"
Hutten,"[[0, 6, 'LOCATION']]"
Hutudi,"[[0, 6, 'LOCATION']]"
Hutulung,"[[0, 8, 'LOCATION']]"
Hutunga,"[[0, 7, 'LOCATION']]"
Hutungrang Bhaunjyang,"[[0, 21, 'LOCATION']]"
Huturungbesi,"[[0, 12, 'LOCATION']]"
Huwa,"[[0, 4, 'LOCATION']]"
Huwam,"[[0, 5, 'LOCATION']]"
Huwan,"[[0, 5, 'LOCATION']]"
Huwas,"[[0, 5, 'LOCATION']]"
Hwaku,"[[0, 5, 'LOCATION']]"
Hwama,"[[0, 5, 'LOCATION']]"
Hwandi,"[[0, 6, 'LOCATION']]"
Hwangdi,"[[0, 7, 'LOCATION']]"
Hwap,"[[0, 4, 'LOCATION']]"
Hwhanthonge,"[[0, 11, 'LOCATION']]"
Hya Gupha,"[[0, 9, 'LOCATION']]"
Hyakbari,"[[0, 8, 'LOCATION']]"
Hyakule,"[[0, 7, 'LOCATION']]"
Hyambare Tole,"[[0, 13, 'LOCATION']]"
Hyanchudi,"[[0, 9, 'LOCATION']]"
Hyang,"[[0, 5, 'LOCATION']]"
Hyangjakot,"[[0, 10, 'LOCATION']]"
Hyanglu,"[[0, 7, 'LOCATION']]"
Hyapla,"[[0, 6, 'LOCATION']]"
Hyapse Lagna,"[[0, 12, 'LOCATION']]"
Hyasara,"[[0, 7, 'LOCATION']]"
Hyatrung,"[[0, 8, 'LOCATION']]"
I--Gaun,"[[0, 7, 'LOCATION']]"
I-Ta-Chhen,"[[0, 10, 'LOCATION']]"
